human_readable_id,title,type,description,frequency,degree,text_unit_ids,suggested_schema_type,canonical_name,keep_in_controlled_kg,record_linkage_group,review_notes
177,GREEN FINANCE SUPPORT PROGRAM,ORGANIZATION,"The Green Finance Support Program (Klima- und Energiefonds) is an Austrian initiative that provides funding for climate-friendly, energy-related projects, supporting the country’s clean energy transition.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
178,BMK-AUSBILDUNGSINITIATIVE “JUST TRANSITION”,ORGANIZATION,"The BMK-Ausbildungsinitiative “Just Transition” is an Austrian training initiative by the Ministry for Climate Action, focusing on education in photovoltaic technology, electrical engineering, and construction trades to support workforce transformation for the energy transition.",1,3,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
179,EU SOLAR PV INDUSTRY ALLIANCE,ORGANIZATION,"The EU Solar PV Industry Alliance (ESIA) is a European industry alliance, launched in 2022, dedicated to strengthening the European PV (photovoltaic) value chain, supporting the growth of solar manufacturing within Europe for energy sovereignty.",1,2,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
180,SOLAR-CHARTA,EVENT,"The Solar-Charta is a European charter, signed by Austria in April 2024, aiming to increase European solar PV production along the full value chain and to enhance energy sovereignty.",1,2,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
181,IPCEI-PV,EVENT,"IPCEI-PV is a European Important Project of Common European Interest in Photovoltaics, to which Austria joined in May 2022, focusing on supporting and rebuilding key European PV value chains.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
182,EUROPE,GEO,"Europe is a continent comprising EU member states. It is the geographic context of the EU’s energy transition, photovoltaic production, and industrial policy initiatives.",1,2,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
183,PV-SYSTEM,ORGANIZATION,"“PV-System” refers to photovoltaic energy systems, whose components are often not sourced from Europe but are the core of discussions on the European value chain and Austria’s involvement in PV technology.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
184,HALBLEITERTECHNOLOGIE-UNTERNEHMEN,ORGANIZATION,"Austrian companies working in semiconductor technology, considered vital contributors to technological progress and renewable energy industries.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
185,GLAS- UND METALLVERARBEITENDE INDUSTRIEUNTERNEHMEN,ORGANIZATION,"Austrian companies in the glass and metal processing industry, increasingly relevant for components and infrastructure in renewable energy markets.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
186,UNTERNEHMEN IM BEREICH DIGITALISIERUNG,ORGANIZATION,"Austrian businesses focused on digitalization, playing a supporting role in transforming energy and industry sectors.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
187,SOFTWAREUNTERNEHMEN,ORGANIZATION,"Austrian software companies contributing skills and products crucial to innovation in energy, PV, and sustainability.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
188,INSTITUTIONELLE INVESTOREN,ORGANIZATION,"Institutional investors such as pension funds, insurance companies, and other entities investing capital in sustainable and renewable energy projects in Austria.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
189,PRIVATE INVESTOREN,PERSON,Private individual investors who allocate personal funds to sustainable or renewable energy projects in Austria.,1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
190,ANLEGER:INNEN,PERSON,General term for investors (natural persons) interested in sustainability and ecological investment in Austria and Europe.,1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
191,MITGLIEDSTAATEN,GEO,"Member states of the European Union, who are actors in implementing EU sustainability and green investment regulations.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
192,QUALIFIZIERUNGSVERBÜNDE,ORGANIZATION,"Training alliances in Austria set up to offer collective education initiatives, especially for trades relevant to the energy transition, such as PV technology and electrical installation.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
193,LEHRBERUFE,ORGANIZATION,"Vocational professions or apprenticeships, particularly those in Austria oriented toward the renewable energy and PV sector to ensure workforce availability.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
194,DACHDECKER:INNEN,PERSON,"Roofers (trade professionals) in Austria, whose upskilling and training are critical for the rollout of PV installations.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
195,ELEKTROTECHNIK/ELEKTROINSTALLATION,ORGANIZATION,"The field of electrical engineering/electrical installation, an occupational group seeing targeted support and training for the energy transition in Austria.",1,1,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,
196,IPCEI-PV23,EVENT,"IPCEI-PV23 (Important Projects of Common European Interest in Photovoltaics 2023) is a major EU-driven initiative that began in May 2022, aimed at strengthening PV value chains and production capabilities in Europe, joined by Austria as of that date.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
197,MADE IN EUROPE-BONUS,EVENT,"The Made in Europe-Bonus is a national Austrian incentive policy providing up to 20% additional funding for PV projects that use components of European origin, designed to encourage high local value creation and reduce reliance on third countries.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
198,JUST TRANSITION AKTIONSPLAN,EVENT,"The Just Transition Action Plan is an initiative created to accelerate and support education, reskilling, and training measures in Austria’s PV sector, aiming to develop skilled professionals and make the field more attractive as an employer.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
199,"FTI-SCHWERPUNKT ""ENERGIEWENDE""",EVENT,"The FTI-Schwerpunkt ""Energiewende"" is a national Austrian research, technology, and innovation (FTI) priority program dedicated to accelerating the energy transition, developing PV technologies and components, and supporting climate neutrality by 2040.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
200,MADE IN AUSTRIA,EVENT,"Made in Austria refers to the development and manufacturing of climate-friendly energy technologies and components within Austria, strengthening the nation's export opportunities and technological competencies.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
201,ÖSTERREICHISCHE PV-INDUSTRIE,ORGANIZATION,"The Austrian PV Industry is comprised of local businesses and manufacturers producing PV systems, components, and creating local jobs tied to the nation’s efforts at technological leadership and increased value addition in the PV sector.",1,4,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
202,FORSCHUNG UND INNOVATION,ORGANIZATION,"Refers to Austria's research and innovation community, including public and private research institutions and academia, which collaborates with industry on developing, commercializing, and deploying new and more efficient PV technologies.",1,4,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
203,SCHULEN,ORGANIZATION,"Schools in Austria, which are expected to receive enhanced equipment, teaching materials, and training opportunities to prepare skilled workers for the PV sector as outlined in the Just Transition Action Plan.",1,3,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
204,ARBEITNEHMER:INNENVERTRETUNG,ORGANIZATION,Represents Austria’s labor unions or employee interest groups involved in supporting measures for upskilling and workforce development in the PV industry.,1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
205,PV-BRANCHENVERTRETUNG,ORGANIZATION,"Austrian association(s) representing the interests of the photovoltaic industry, engaging in training, sector development, and advocacy.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
206,PV-BRANCHE,ORGANIZATION,"The PV sector/industry, meaning the ecosystem of companies, organizations, and stakeholders involved in photovoltaic (solar energy) in Austria and Europe.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
207,PV-SYSTEMUMFELD,ORGANIZATION,"The ecosystem surrounding PV systems, including manufacturers, suppliers, operators, and support organizations in Austria.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
208,PV-LEHRE,EVENT,"PV apprenticeship or training programs, which are the specific education and vocational efforts aimed at developing skilled workers for the PV sector in Austria as referenced in workforce development.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
209,FTI-SCHWERPUNKT,EVENT,"A national priority setting for research, technology, and innovation (FTI) in Austria, supporting programs that focus on energy transformation.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
210,FORSCHUNGSPROGRAMME,EVENT,"Research programs, specifically those supporting the development and application of new PV technologies in Austria and Europe.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
211,ENERGIEFORSCHUNG,ORGANIZATION,"Refers to the energy research sector or collective research efforts in Austria, with a key emphasis on innovations for climate-neutral power generation and PV.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
212,SCHULUNGSSTANDORTE,ORGANIZATION,"Training locations/facilities in Austria dedicated to the specialized training and qualification of PV industry workers, referenced as part of the effort to supply qualified staff to the industry.",1,2,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
213,AUSILDBNER:INNEN,PERSON,Refers to trainers and instructors in Austria who deliver educational and vocational content (such as PV technology) and are being targeted for upskilling.,1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
214,BEDARFSTRÄGER,ORGANIZATION,"Public stakeholders or recipients of PV research/application, including government entities and municipal bodies integrating research findings into practical projects.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
215,INNOVATION,EVENT,"The process or series of events seeking to increase efficiency and sustainability of PV systems, considered a prerequisite for the successful global positioning of Austria’s PV industry.",1,1,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
216,ENERGIEFLEXIBILITÄT,EVENT,"Energy flexibility, referencing measures, policies, or market developments that allow the energy (including PV) system to respond flexibly to changing supply/demand conditions.",1,0,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
217,ENERGIEMANAGEMENT,EVENT,"Energy management as a functional event or initiative, especially regarding PV integration for optimal supply and efficient energy use in Austria’s evolving energy system.",1,0,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],,,,,
218,NATIONALER ENERGIE- UND KLIMAPLAN,EVENT,"The National Energy and Climate Plan (NEKP) of Austria sets out the country’s targets for energy transformation and climate neutrality, and is concretized by the implementation plan for the Energiewende FTI focus area.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
219,FTI-SCHWERPUNKT ENERGIEWENDE,EVENT,"The FTI-Schwerpunkt ""Energiewende"" is a research, technology, and innovation focus in Austria supporting the transition to climate neutrality through various innovation targets, particularly in energy technology.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
220,ÖSTERREICHISCHE UNTERNEHMEN,ORGANIZATION,"Austrian companies, especially those involved in the photovoltaic value chains, are supported through national and transnational R&D activities to participate in the solar energy sector of the future.",1,4,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
221,INTERNATIONALE ENERGIEAGENTUR (IEA),ORGANIZATION,"The International Energy Agency (IEA) is an international organization facilitating global energy cooperation, including technology programs relevant for Austria such as the IEA Photovoltaic Power Systems Programme.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
222,IEA PHOTOVOLTAIC POWER SYSTEMS PROGRAMME (PVPS),ORGANIZATION,"The IEA Photovoltaic Power Systems Programme (PVPS) is a specific technology program within the International Energy Agency that focuses on photovoltaic research, international collaboration, and best practices.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
223,STRATEGIEPLAN FÜR ENERGIETECHNOLOGIE (SET-PLAN),EVENT,The Strategic Energy Technology Plan (SET-Plan) is a European initiative to coordinate and accelerate innovation in energy technology.,1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
224,EU-RAHMENPROGRAMM,EVENT,"The EU Framework Programme, such as Horizon Europe, is a major European program providing resources and networks for research, development, and innovation, including energy topics.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
225,CLEAN ENERGY TRANSITION (CET) PARTNERSHIP,ORGANIZATION,"The CET Partnership is a multilateral research, development, and innovation partnership aiming to accelerate the energy transition through coordinated activities across Europe.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
226,"FORSCHUNGS-, ENTWICKLUNGS- UND INNOVATIONSPROGRAMME (FEI)",EVENT,"Research, Development, and Innovation Programmes (FEI) are collective European initiatives supporting projects and partnerships to foster knowledge, resources, and networking in energy innovation.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
227,NATIONALER FTI-PAKT,EVENT,"The National FTI Pact is an Austrian governmental strategic agreement establishing key research priorities and measures, including points related to energy, circular economy, and mobility transformation.",1,3,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
228,BUNDESREGIERUNG,ORGANIZATION,"The Austrian Federal Government, responsible for setting strategic FTI priorities such as climate neutrality, circular economy, and mobility change, as well as overseeing legislative frameworks.",1,3,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
229,KLIMANEUTRALE STADT,EVENT,"A research focus within the National FTI Pact, ""Klimaneutrale Stadt"" (Climate Neutral City), which includes photovoltaic research and cross-sectional topics.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
230,MOBILITÄTSWENDE,EVENT,"Another research focus under the National FTI Pact, referring to transformation in the field of mobility toward sustainable approaches.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
231,ÖSTERREICHISCHE KOORDINATIONSSTELLE FÜR ENERGIEGEMEINSCHAFTEN,ORGANIZATION,"A dedicated Austrian coordination office for energy communities, providing information and support for the roll-out of this market model, in cooperation with state energy advisory centers.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
232,ENERGIEBERATUNGSSTELLEN DER BUNDESLÄNDER,ORGANIZATION,"Regional energy advisory offices in Austria's federal states, cooperating to support the development and implementation of energy communities.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
233,BILDUNG UND AUSBILDUNG,EVENT,"Refers to the field and process of education and vocational training, which are directly influenced by the diffusion of research and development results from PV and energy transitions, and are critical to building capacity in Austria's energy transition.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
234,PV-KREISLAUFWIRTSCHAFT & PRODUKTION,EVENT,"The development of a circular economy and sustainable production for photovoltaic (PV) components in Austria, focused on resource efficiency, durability, reusability, and recycling, to ensure sustainable growth of the solar value chain.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
235,PV-FORSCHUNG,EVENT,"Refers to the research initiatives in photovoltaics in Austria, overlapping with other FTI focuses and contributing to innovation in clean energy systems.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
236,FTI-AKTIVITÄTEN,EVENT,"Research, technology, and innovation activities conducted at national and transnational levels in Austria to foster the development of new solar value chains and energy technologies.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
237,PARTIZIPATION,EVENT,"The field of action in Austria focused on increasing citizen participation in energy production by enabling local generation and use of renewable electricity, especially solar, and encouraging engagement through incentives and new market models like energy communities.",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
238,FÖRDERKATEGORIEN,EVENT,"The four funding categories established under the Renewable Expansion Act in Austria to promote photovoltaic system installations across various scales, prioritizing also small- and medium-sized systems.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
239,LOKALES LASTMANAGEMENT,EVENT,"Local load management is an important aspect of decentralized energy production in Austria, promoted through incentives to align production and consumption, reduce grid stress, and boost efficient PV integration.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
240,ÜBERSCHUSS-EINSPEISEANLAGEN,EVENT,"Feed-in surplus installations are PV systems designed to feed excess electricity into the public grid, a topic addressed by Austrian funding and market reforms as part of the transition toward decentralization.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
241,ÖFFENTLICHES NETZ,ORGANIZATION,"The public energy grid in Austria (and Europe), which receives surplus energy from distributed PV installations and is part of the regulatory and economic landscape shaping renewable energy incentives.",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
242,GEMEINSCHAFTLICHE ERZEUGUNGSANLAGEN,ORGANIZATION,Joint generation plants (GEA) are shared renewable energy installations in Austria that generate and distribute power to participating consumers.,1,3,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
243,PV-ANLAGENBETREIBER:INNEN,PERSON,"Operators of photovoltaic installations, responsible for managing and leveraging PV systems, participating in energy and flexibility markets in Austria.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
244,AKTIVE KUND:INNEN,PERSON,"Active customers in Austria who can collaborate based on private agreements to use or share renewable energy, without the need for forming a legal entity.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
245,AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH,ORGANIZATION,"A major Austrian research institute specializing in applied science and technology, supporting PV strategy and research in energy systems.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
246,TECHNISCHE UNIVERSITÄT WIEN,ORGANIZATION,"Vienna University of Technology, leading academic institution involved in research around Austria’s photovoltaic and electricity systems.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
247,FORSCHUNGSSTELLE FÜR ENERGIEWIRTSCHAFT (FFE),ORGANIZATION,"Institute for energy industry research, contributing analyses and expertise for Austria’s electricity system and flexibility.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
248,EUROPÄISCHE KOMMISSION,ORGANIZATION,"The EUROPÄISCHE KOMMISSION, also known as the European Commission, serves as the executive body of the European Union. It holds the primary responsibility for proposing and enforcing legislation, as well as implementing key EU policies. Among its prominent areas of focus are climate and energy strategies, where it acts as a pivotal source of policy development and oversight. The Commission has played a central role in advancing initiatives such as the European Green Deal and “Fit für 55,” both of which are integral components of the EU’s broader climate and energy policy framework. Through these efforts, the EUROPÄISCHE KOMMISSION aims to drive sustainable growth, promote environmental responsibility, and meet ambitious climate targets across all member states.",2,9,"['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
249,EUROPÄISCHER GRÜNER DEAL,EVENT,"The European Green Deal, a comprehensive EU plan to make Europe climate neutral by 2050, under which Austria’s PV expansion is situated.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
250,FIT FÜR 55,EVENT,"""FIT FÜR 55"" is a legislative package proposed by the European Commission in 2021 as part of the broader European Green Deal. Its primary aim is to reduce net greenhouse gas emissions in the European Union by at least 55% by 2030, compared to 1990 levels. This comprehensive package includes a range of policy proposals and regulatory measures designed to align the EU’s climate, energy, land use, transport, and taxation policies with the ambitious goal of significantly cutting emissions. ""Fit für 55"" constitutes a major step in the EU’s commitment to combating climate change and achieving climate neutrality by 2050.",2,4,"['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
